ID,WAVE,DATE,DEPART_DATE,S_MM,S_DD,S_YYYY,ORIGIN,O_CODE,,O_LAT,O_LONG,PERSONS,ARR_DATE,ARR_DATE,E_MM,E_DD,E_YYYY,DESTINATION,,,DEST_LAT,DEST_LONG,DEST_TYPE,THROUGH,NOTES,SOURCE,,,,,,,,,
318,4,09th December 1942,1942-12-09,12,9,1942,Karlsbad,O_29,Karlsbad,48.91444,8.506389,33,09th December 1942,1942-12-09,12,9,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
319,4,09th December 1942,1942-12-09,12,9,1942,Berlin,O_06,Berlin,52.5167,13.4,994,10th December 1942,1942-12-10,12,10,1942,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
320,4,9th - 10th December 1942,1942-12-10,12,10,1942,Danzig,O_13,Danzig,54.3666,18.6333,54,11th December 1942,1942-12-11,12,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
321,4,11th December 1942,1942-12-11,12,11,1942,Oppeln,O_43,Oppeln,50.666667,17.933333,53,11th December 1942,1942-12-11,12,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
323,4,15th December 1942,1942-12-15,12,15,1942,Berlin,O_06,Berlin,52.5167,13.4,100,15th December 1942,1942-12-15,12,15,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
324,4,15th - 16th December 1942,1942-12-16,12,16,1942,Danzig,O_13,Danzig,54.3666,18.6333,56,17th December 1942,1942-12-17,12,17,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
325,4,16th December 1942,1942-12-16,12,16,1942,Aussig,O_04,Aussig,50.658333,14.041667,38,16th December 1942,1942-12-16,12,16,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
326,4,16th December 1942,1942-12-16,12,16,1942,Berlin,O_06,Berlin,52.5167,13.4,100,16th December 1942,1942-12-16,12,16,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
327,4,17th December 1942,1942-12-17,12,17,1942,Berlin,O_06,Berlin,52.5167,13.4,100,17th December 1942,1942-12-17,12,17,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
328,4,05th January 1943,1943-01-05,1,5,1943,Wien,O_62,Wien,48.2088,16.3726,100,06th January 1943,1943-01-06,1,6,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
329,4,08th January 1943,1943-01-08,1,8,1943,Wien,O_62,Wien,48.2088,16.3726,100,09th January 1943,1943-01-09,1,9,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
330,4,11th January 1943,1943-01-11,1,11,1943,Wien,O_62,Wien,48.2088,16.3726,100,12th January 1943,1943-01-12,1,12,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
331,4,12th January 1943,1943-01-12,1,12,1943,Berlin,O_06,Berlin,52.5167,13.4,100,12th January 1943,1943-01-12,1,12,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
332,4,12th January 1943,1943-01-12,1,12,1943,Berlin,O_06,Berlin,52.5167,13.4,1196,13th January 1943,1943-01-13,1,13,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
333,4,13th January 1943,1943-01-13,1,13,1943,Berlin,O_06,Berlin,52.5167,13.4,100,13th January 1943,1943-01-13,1,13,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
334,4,14th January 1943,1943-01-14,1,14,1943,Berlin,O_06,Berlin,52.5167,13.4,100,14th January 1943,1943-01-14,1,14,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
335,4,20th January 1943,1943-01-20,1,20,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2000,21st January 1943,1943-01-21,1,21,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
336,4,23rd January 1943,1943-01-23,1,23,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2929,24th January 1943,1943-01-24,1,24,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,2000/2929,,,,,,,,,,
337,4,26th January 1943,1943-01-26,1,26,1943,Berlin,O_06,Berlin,52.5167,13.4,100,26th January 1943,1943-01-26,1,26,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
338,4,26th January 1943,1943-01-26,1,26,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,27th January 1942,1943-01-27,1,27,1942,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,993/1000,,,,,,,,,,
339,4,28th January 1943,1943-01-28,1,28,1943,Berlin,O_06,Berlin,52.5167,13.4,100,28th January 1943,1943-01-28,1,28,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
340,4,28th January 1943,1943-01-28,1,28,1943,Wien,O_62,Wien,48.2088,16.3726,9,29th January 1943,1943-01-29,1,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
341,4,29th January 1943,1943-01-29,1,29,1943,Berlin,O_06,Berlin,52.5167,13.4,100,29th January 1943,1943-01-29,1,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
342,4,29th January 1943,1943-01-29,1,29,1943,Berlin,O_06,Berlin,52.5167,13.4,1004,30th January 1943,1943-01-30,1,30,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
343,4,29th January 1943,1943-01-29,1,29,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,30th January 1943,1943-01-30,1,30,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
344,4,01st February 1943,1943-02-01,2,1,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1001,02nd February 1943,1943-02-02,2,2,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
345,4,02nd February 1943,1943-02-02,2,2,1943,Berlin,O_06,Berlin,52.5167,13.4,100,02nd February 1943,1943-02-02,2,2,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
346,4,03rd February 1943,1943-02-03,2,3,1943,Berlin,O_06,Berlin,52.5167,13.4,952,04th February 1943,1943-02-04,2,4,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
347,4,10th February 1943,1943-02-10,2,10,1943,Darmstadt,O_14,Darmstadt,49.866667,8.65,53,12th February 1943,1943-02-12,2,12,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
348,4,19th February 1943,1943-02-19,2,19,1943,Berlin,O_06,Berlin,52.5167,13.4,997,20th February 1943,1943-02-20,2,20,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
349,4,24th February 1943,1943-02-24,2,24,1943,Breslau,O_10,Breslau,51.1077,17.0383,102,24th February 1943,1943-02-24,2,24,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
350,4,24th February 1943,1943-02-24,2,24,1943,Hamburg,O_24,Hamburg,53.55,10,50,26th February 1943,1943-02-26,2,26,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
351,4,25th February 1943,1943-02-25,2,25,1943,Wien,O_62,Wien,48.2088,16.3726,70,26th February 1943,1943-02-26,2,26,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
352,4,26th February 1943,1943-02-26,2,26,1943,Berlin,O_06,Berlin,52.5167,13.4,1095,27th February 1943,1943-02-27,2,27,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,913/1095,,,,,,,,,,
354,4,01st March 1943,1943-03-01,3,1,1943,Berlin,O_06,Berlin,52.5167,13.4,1722,02nd March 1943,1943-03-02,3,2,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
355,4,01st March 1943,1943-03-01,3,1,1943,Stuttgart,O_53,Stuttgart,48.7786,9.1794,1500,02nd March 1943,1943-03-02,3,2,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,"Trier, Düsseldorf, Dortmund",,,,,,,,,,,
356,4,02nd March 1943,1943-03-02,3,2,1943,Berlin,O_06,Berlin,52.5167,13.4,1756,03rd March 1943,1943-03-03,3,3,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,In this transport there were 158 persons from Norway and 11 from Frankfurt am Main,,,,,,,,,,
357,4,02nd March 1943,1943-03-02,3,2,1943,Paderborn,O_45,Paderborn,51.716667,8.766667,1500,03rd March 1943,1943-03-03,3,3,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,"Hannover, Erfurt, Dresden",,,,,,,,,,,
358,4,03rd March 1943,1943-03-03,3,3,1943,Berlin,O_06,Berlin,52.5167,13.4,1726,04th March 1943,1943-03-04,3,4,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
359,4,03rd March 1943,1943-03-03,3,3,1943,Wien,O_62,Wien,48.2088,16.3726,75,05th March 1943,1943-03-05,3,5,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
360,4,04th March 1943,1943-03-04,3,4,1943,Berlin,O_06,Berlin,52.5167,13.4,1120,06th March 1943,1943-03-06,3,6,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
361,4,04th March 1943,1943-03-04,3,4,1943,Breslau,O_10,Breslau,51.1077,17.0383,1405,06th March 1943,1943-03-06,3,6,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
362,4,06th March 1943,1943-03-06,3,6,1943,Berlin,O_06,Berlin,52.5167,13.4,721,07th March 1943,1943-03-07,3,7,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,665/721,,,,,,,,,,
363,4,10th March 1943,1943-03-10,3,10,1943,Hamburg,O_24,Hamburg,53.55,10,50,12th March 1943,1943-03-12,3,12,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
364,4,12th March 1943,1943-03-12,3,12,1943,Karlsbad,O_29,Karlsbad,48.91444,8.506389,2,12th March 1943,1943-03-12,3,12,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
365,4,12th March 1943,1943-03-12,3,12,1943,Berlin,O_06,Berlin,52.5167,13.4,941,13th March 1943,1943-03-13,3,13,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
367,4,17th March 1943,1943-03-17,3,17,1943,Berlin,O_06,Berlin,52.5167,13.4,1342,18th March 1943,1943-03-18,3,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,"1342/1285, In addition to the persons from Berlin there were also Jews from Königsberg, Frankfurt am Main, Hannover and Leipzig on this transport.",,,,,,,,,,
368,4,24th March 1943,1943-03-24,3,24,1943,Hamburg,O_24,Hamburg,53.55,10,50,26th March 1943,1943-03-26,3,26,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
369,4,29th March 1943,1943-03-29,3,29,1943,Dresden,O_16,Dresden,51.0333,13.7333,32,29th March 1943,1943-03-29,3,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
370,4,30th March 1943,1943-03-30,3,30,1943,Wien,O_62,Wien,48.2088,16.3726,101,01st April 1943,1943-04-01,4,1,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
372,4,01st April 1943,1943-04-01,4,1,1943,Wien,O_62,Wien,48.2088,16.3726,72,02nd April 1943,1943-04-02,4,2,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
373,4,02nd April 1943,1943-04-02,4,2,1943,Breslau,O_10,Breslau,51.1077,17.0383,276,02nd April 1943,1943-04-02,4,2,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
374,4,10th April 1943,1943-04-10,4,10,1943,Dortmund,O_15,Dortmund,51.516667,7.46667,97,10th April 1943,1943-04-10,4,10,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
375,4,12th April 1943,1943-04-12,4,12,1943,Frankfurt,O_19,Frankfurt,50.1167,8.6833,11,13th April 1943,1943-04-13,4,13,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
376,4,17th April 1943,1943-04-17,4,17,1943,Stuttgart,O_53,Stuttgart,48.7786,9.1794,20,17th April 1943,1943-04-17,4,17,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
377,4,19th April 1943,1943-04-19,4,19,1943,Berlin,O_06,Berlin,52.5167,13.4,100,19th April 1943,1943-04-19,4,19,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
378,4,19th April 1943,1943-04-19,4,19,1943,Berlin,O_06,Berlin,52.5167,13.4,681,20th April 1943?,1943-04-20,4,20,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,Potsdam,,,,,,,,,,
380,4,20th April 1943,1943-04-20,4,20,1943,München,O_40,München,48.15,11.5833,18,21st April 1943,1943-04-21,4,21,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
381,4,21st April 1943,1943-04-21,4,21,1943,Oppeln,O_43,Oppeln,50.666667,17.933333,46,21st April 1943,1943-04-21,4,21,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
382,4,27th April 1943,1943-04-27,4,27,1943,Wien,O_62,Wien,48.2088,16.3726,2,28th April 1943,1943-04-28,4,28,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
383,4,27th April 1943,1943-04-27,4,27,1943,Frankfurt,O_19,Frankfurt,50.1167,8.6833,1,28th April 1943,1943-04-28,4,28,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
384,4,05th May 1943,1943-05-05,5,5,1943,Hamburg,O_24,Hamburg,53.55,10,50,07th May 1943,1943-05-07,5,7,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
385,4,06th May 1943,1943-05-06,5,6,1943,Aussig,O_04,Aussig,50.658333,14.041667,1,06th May 1943,1943-05-06,5,6,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
386,4,06th May 1943,1943-05-06,5,6,1943,Troppau,O_59,Troppau,49.933333,17.9,2,06th May 1943,1943-05-06,5,6,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
387,4,12th May 1943,1943-05-12,5,12,1943,Münster,O_41,Münster,51.966667,7.63333,40,13th May 1943,1943-05-13,5,13,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
388,4,17th May 1943,1943-05-17,5,17,1943,Berlin,O_06,Berlin,52.5167,13.4,100,17th May 1943,1943-05-17,5,17,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
389,4,17th May 1943,1943-05-17,5,17,1943,Dortmund,O_15,Dortmund,51.516667,7.46667,36,20th May 1943,1943-05-20,5,20,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
390,4,17th May 1943,1943-05-17,5,17,1943,Berlin,O_06,Berlin,52.5167,13.4,406,19th May 1943,1943-05-19,5,19,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
391,4,18th May 1943,1943-05-18,5,18,1943,Berlin,O_06,Berlin,52.5167,13.4,100,18th May 1943,1943-05-18,5,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
392,4,19th May 1943,1943-05-19,5,19,1943,Berlin,O_06,Berlin,52.5167,13.4,100,19th May 1943,1943-05-19,5,19,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
393,4,25th May 1943,1943-05-25,5,25,1943,Wien,O_62,Wien,48.2088,16.3726,205,27th May 1943,1943-05-27,5,27,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,205/203,,,,,,,,,,
394,4,25th May 1943,1943-05-25,5,25,1943,Leipzig,O_34,Leipzig,51.33333,12.3833,1,25th May 1943,1943-05-25,5,25,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
395,4,28th May 1943,1943-05-28,5,28,1943,Berlin,O_06,Berlin,52.5167,13.4,327,29th May 1943,1943-05-29,5,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
396,4,09th June 1943,1943-06-09,6,9,1943,Hamburg,O_24,Hamburg,53.55,10,81,11th June 1943,1943-06-11,6,11,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
397,4,9th - 10th June 1943,1943-06-10,6,10,1943,Breslau,O_10,Breslau,51.1077,17.0383,161,11th June 1943,1943-06-11,6,11,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
398,4,11th June 1943,1943-06-11,6,11,1943,Aussig,O_04,Aussig,50.658333,14.041667,4,11th June 1943,1943-06-11,6,11,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
399,4,16th June 1943,1943-06-16,6,16,1943,Breslau,O_10,Breslau,51.1077,17.0383,18,16th June 1943,1943-06-16,6,16,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
400,4,16th June 1943,1943-06-16,6,16,1943,Wien,O_62,Wien,48.2088,16.3726,3,17th June 1943,1943-06-17,6,17,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Linz,2/3,,,,,,,,,,
401,4,16th June 1943,1943-06-16,6,16,1943,Frankfurt,O_19,Frankfurt,50.1167,8.6833,19,17th June 1943,1943-06-17,6,17,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
402,4,16th June 1943,1943-06-16,6,16,1943,Berlin,O_06,Berlin,52.5167,13.4,430,17th June 1943,1943-06-17,6,17,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,428/430,,,,,,,,,,
403,4,16th June 1943,1943-06-16,6,16,1943,Königsberg,O_33,Königsberg,54.716667,20.516667,3,17th June 1943,1943-06-17,6,17,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
404,4,16th June 1943,1943-06-16,6,16,1943,Nürnberg,O_42,Nürnberg,49.4478,11.0683,36,18th June 1943,1943-06-18,6,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
407,4,18th June 1943?,1943-06-18,6,18,1943,Stuttgart,O_53,Stuttgart,48.7786,9.1794,9,18th June 1943,1943-06-18,6,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
408,4,18th June 1943,1943-06-18,6,18,1943,Leipzig,O_34,Leipzig,51.33333,12.3833,18,18th June 1943,1943-06-18,6,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
409,4,19th June 1943,1943-06-19,6,19,1943,Köln,O_32,Köln,50.9333,6.95,35,19th June 1943,1943-06-19,6,19,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
410,4,20th June 1943,1943-06-20,6,20,1943,Leipzig,O_34,Leipzig,51.33333,12.3833,2,20th June 1943,1943-06-20,6,20,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
411,4,21st June 1943,1943-06-21,6,21,1943,Dresden,O_16,Dresden,51.0333,13.7333,28,21st June 1943,1943-06-21,6,21,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
412,4,23rd June 1943,1943-06-23,6,23,1943,Hamburg,O_24,Hamburg,53.55,10,108,25th June 1943,1943-06-25,6,25,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
413,4,24th June 1943,1943-06-24,6,24,1943,Wien,O_62,Wien,48.2088,16.3726,152,26th June 1943,1943-06-26,6,26,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,151/152,,,,,,,,,,
414,4,25th June 1943,1943-06-25,6,25,1943,München,O_40,München,48.15,11.5833,10,25th June 1943,1943-06-25,6,25,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
415,4,25th June 1943,1943-06-25,6,25,1943,Düsseldorf,O_17,Düsseldorf,51.2167,6.7667,32,27th June 1943,1943-06-27,6,27,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
416,4,28th June 1943,1943-06-28,6,28,1943,Leipzig,O_34,Leipzig,51.33333,12.3833,1,28th June 1943,1943-06-28,6,28,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
417,4,28th June 1943,1943-06-28,6,28,1943,Münster,O_41,Münster,51.966667,7.63333,33,29th June 1943,1943-06-29,6,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
418,4,28th June 1943,1943-06-28,6,28,1943,Berlin,O_06,Berlin,52.5167,13.4,314,29th June 1943,1943-06-29,6,29,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,Therein 18 persons from Leipzig having been taken to Berlin on 18th June 1943.,,,,,,,,,,
419,4,29th June 1943,1943-06-29,6,29,1943,Berlin,O_06,Berlin,52.5167,13.4,100,29th June 1943,1943-06-29,6,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
420,4,29th June 1943,1943-06-29,6,29,1943,Karlsbad,O_29,Karlsbad,48.91444,8.506389,5,29th June 1943,1943-06-29,6,29,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
421,4,30th June 1943,1943-06-30,6,30,1943,Berlin,O_06,Berlin,52.5167,13.4,100,30th June 1943,1943-06-30,6,30,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
422,4,30th June 1943,1943-06-30,6,30,1943,Oppeln,O_43,Oppeln,50.666667,17.933333,5,30th June 1943,1943-06-30,6,30,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
423,4,30th June 1943,1943-06-30,6,30,1943,Hannover,O_26,Hannover,52.366667,9.716667,9,01st July 1943,1943-07-01,7,1,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
424,4,30th June 1943,1943-06-30,6,30,1943,Danzig,O_13,Danzig,54.3666,18.6333,4,01st July 1943,1943-07-01,7,1,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
425,4,01st July 1943,1943-07-01,7,1,1943,Berlin,O_06,Berlin,52.5167,13.4,100,01st July 1943,1943-07-01,7,1,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
426,4,01st July 1943,1943-07-01,7,1,1943,Königsberg,O_33,Königsberg,54.716667,20.516667,2,07th July 1943,1943-07-07,7,7,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
427,4,15th July 1943,1943-07-15,7,15,1943,Wien,O_62,Wien,48.2088,16.3726,17,16th July 1943,1943-07-16,7,16,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
428,4,15th July 1943,1943-07-15,7,15,1943,Königsberg,O_33,Königsberg,54.716667,20.516667,1,21st July 1943,1943-07-21,7,21,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
429,4,15th July 1943,1943-07-15,7,15,1943,Köln,O_32,Köln,50.9333,6.95,45,01st August 1943,1943-08-01,8,1,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
430,4,03rd August 1943,1943-08-03,8,3,1943,Oppeln,O_43,Oppeln,50.666667,17.933333,2,03rd August 1943,1943-08-03,8,3,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
431,4,04th August 1943,1943-08-04,8,4,1943,Berlin,O_06,Berlin,52.5167,13.4,70,04th August 1943,1943-08-04,8,4,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
432,4,04th August 1943,1943-08-04,8,4,1943,Berlin,O_06,Berlin,52.5167,13.4,100,05th August 1943,1943-08-05,8,5,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
433,4,24th August 1943,1943-08-24,8,24,1943,Berlin,O_06,Berlin,52.5167,13.4,46,25th August 1943,1943-08-25,8,25,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
434,4,02nd September 1943,1943-09-02,9,2,1943,Wien,O_62,Wien,48.2088,16.3726,20,03rd September 1943,1943-09-03,9,3,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
435,4,06th September 1943,1943-09-06,9,6,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2479,08th September 1943,1943-09-08,9,8,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
436,4,06th September 1943,1943-09-06,9,6,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2528,08th September 1943,1943-09-08,9,8,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
437,4,09th September 1943,1943-09-09,9,9,1943,Leipzig,O_34,Leipzig,51.33333,12.3833,1,09th September 1943,1943-09-09,9,9,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
439,4,10th September 1943,1943-09-10,9,10,1943,Berlin,O_06,Berlin,52.5167,13.4,63,10th September 1943,1943-09-10,9,10,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
440,4,10th September 1943,1943-09-10,9,10,1943,Düsseldorf,O_17,Düsseldorf,51.2167,6.7667,9,10th September 1943,1943-09-10,9,10,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
441,4,10th September 1943,1943-09-10,9,10,1943,Berlin,O_06,Berlin,52.5167,13.4,49,11th September 1943,1943-09-11,9,11,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
444,4,15th September 1943,1943-09-15,9,15,1943,Linz,O_35,Linz,48.303056,14.290556,1,16th September 1943,1943-09-16,9,16,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
446,4,05th October 1943,1943-10-05,10,5,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1249,07th October 1943,1943-10-07,10,7,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,1196 children and 53 educators from Bialystok and the protectorate Bohemia and Moravia.,,,,,,,,,,
