ID,WAVE,DATE,DEPART_DATE,S_MM,S_DD,S_YYYY,ORIGIN,O_CODE,,O_LAT,O_LONG,PERSONS,ARR_DATE,ARR_DATE,E_MM,E_DD,E_YYYY,DESTINATION,,,DEST_LAT,DEST_LONG,DEST_TYPE,THROUGH,NOTES,SOURCE,,,,,,,,,
196,3d,29th July 1942,1942-07-29,7,29,1942,Berlin,O_06,Berlin,52.5167,13.4,100, 29. July 1942,1942-07-29,7,29,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
197,3d,29th July 1942,1942-07-29,7,29,1942,München,O_40,München,48.15,11.5833,50,30th July 1942,1942-07-30,7,30,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
198,3d,29th July 1942,1942-07-29,7,29,1942,Dortmund,O_15,Dortmund,51.516667,7.46667,968,30th July 1942,1942-07-30,7,30,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
199,3d,30th July 1942,1942-07-30,7,30,1942,Berlin,O_06,Berlin,52.5167,13.4,100,30th July 1942,1942-07-30,7,30,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
200,3d,31st July 1942,1942-07-31,7,31,1942,Berlin,O_06,Berlin,52.5167,13.4,100,31st July 1942,1942-07-31,7,31,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
201,3d,31st July 1942,1942-07-31,7,31,1942,München,O_40,München,48.15,11.5833,50,01st August 1942,1942-08-01,8,1,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
202,3d,31st July 1942,1942-07-31,7,31,1942,Münster,O_41,Münster,51.966667,7.63333,901,01st August 1942,1942-08-01,8,1,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Bielefeld,900/901,,,,,,,,,,
203,3d,03rd August 1942,1942-08-03,8,3,1942,Berlin,O_06,Berlin,52.5167,13.4,100,03rd August 1942,1942-08-03,8,3,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
204,3b,04th August 1942,1942-08-04,8,4,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,995,10th August 1942,1942-08-10,8,10,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,"993/995, for Maly Trostinec",,,,,,,,,,
205,3d,04th August 1942,1942-08-04,8,4,1942,Berlin,O_06,Berlin,52.5167,13.4,100,04th August 1942,1942-08-04,8,4,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
206,3d,05th August 1942,1942-08-05,8,5,1942,Berlin,O_06,Berlin,52.5167,13.4,100,05th August 1942,1942-08-05,8,5,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
207,3d,05th August 1942,1942-08-05,8,5,1942,München,O_40,München,48.15,11.5833,50,06th August 1942,1942-08-06,8,6,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
208,3d,06th August 1942,1942-08-06,8,6,1942,Berlin,O_06,Berlin,52.5167,13.4,100,6th August 1942  ,1942-08-06,8,6,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
209,3d,07th August 1942,1942-08-07,8,7,1942,Berlin,O_06,Berlin,52.5167,13.4,100,7th August 1942  ,1942-08-07,8,7,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
210,3d,07th August 1942,1942-08-07,8,7,1942,München,O_40,München,48.15,11.5833,50,08th August 1942,1942-08-08,8,8,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
211,3d,10th August 1942,1942-08-10,8,10,1942,Berlin,O_06,Berlin,52.5167,13.4,100,10th August 1942,1942-08-10,8,10,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
212,3d,11th August 1942,1942-08-11,8,11,1942,Berlin,O_06,Berlin,52.5167,13.4,100,11th August 1942  ,1942-08-11,8,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
213,3d,11th August 1942,1942-08-11,8,11,1942,Dresden,O_16,Dresden,51.0333,13.7333,50,11th August 1942  ,1942-08-11,8,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
214,3d,12th August 1942,1942-08-12,8,12,1942,Berlin,O_06,Berlin,52.5167,13.4,100,12th August 1942,1942-08-12,8,12,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
215,3d,12th August 1942,1942-08-12,8,12,1942,München,O_40,München,48.15,11.5833,45,13th August 1942,1942-08-13,8,13,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
216,3d,13th August 1942,1942-08-13,8,13,1942,Berlin,O_06,Berlin,52.5167,13.4,100,13th August 1942,1942-08-13,8,13,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
217,3d,13th August 1942,1942-08-13,8,13,1942,Wien,O_62,Wien,48.2088,16.3726,1000,14th August 1942,1942-08-14,8,14,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
218,3d,14th August 1942,1942-08-14,8,14,1942,Berlin,O_06,Berlin,52.5167,13.4,100,14th August 1942,1942-08-14,8,14,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
219,3b,15th August 1942,1942-08-15,8,15,1942,Berlin,O_06,Berlin,52.5167,13.4,1004,18th August 1942,1942-08-18,8,18,1942,Riga,D_28,Riga,56.946527,24.104861,G,,938/1004,,,,,,,,,,
220,3b,17th August 1942,1942-08-17,8,17,1942,Wien,O_62,Wien,48.2088,16.3726,1003,21st August 1942,1942-08-21,8,21,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,for Maly Trostinec,,,,,,,,,,
221,3d,17th August 1942,1942-08-17,8,17,1942,Berlin,O_06,Berlin,52.5167,13.4,997,18th August 1942,1942-08-18,8,18,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
222,3d,18th August 1942,1942-08-18,8,18,1942,Frankfurt,O_19,Frankfurt,50.1167,8.6833,1013,19th August 1942  ,1942-08-19,8,19,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,1009/1013,,,,,,,,,,
223,3d,19th August 1942,1942-08-19,8,19,1942,Berlin,O_06,Berlin,52.5167,13.4,100,19th August 1942,1942-08-19,8,19,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
225,3d,20th August 1942,1942-08-20,8,20,1942,Berlin,O_06,Berlin,52.5167,13.4,100,20th August 1942,1942-08-20,8,20,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
226,3d,20th August 1942,1942-08-20,8,20,1942,Wien,O_62,Wien,48.2088,16.3726,1000,21st August 1942,1942-08-21,8,21,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
227,3d,21st August 1942,1942-08-21,8,21,1942,Berlin,O_06,Berlin,52.5167,13.4,100,21st August 1942,1942-08-21,8,21,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
228,3d,22nd August 1942,1942-08-22,8,22,1942,Stuttgart,O_53,Stuttgart,48.7786,9.1794,1078,23rd August 1942,1942-08-23,8,23,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,1072/1078,,,,,,,,,,
229,3d,24th August 1942,1942-08-24,8,24,1942,Berlin,O_06,Berlin,52.5167,13.4,100,24th August 1942,1942-08-24,8,24,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
230,3d,24th - 25th August 1942,1942-08-05,8,5,1942,Tilsit,O_55,Tilsit,55.083333,21.883333,763,27th August 1942,1942-08-27,8,27,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Königsberg,,,,,,,,,,,
231,3b,25th August 1942,1942-08-25,8,25,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,28th August 1942,1942-08-28,8,28,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,for Maly Trostinec,,,,,,,,,,
232,3d,25th August 1942,1942-08-25,8,25,1942,Berlin,O_06,Berlin,52.5167,13.4,100,25th August 1942,1942-08-25,8,25,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
233,3d,25th August 1942,1942-08-25,8,25,1942,Dresden,O_16,Dresden,51.0333,13.7333,50,25th August 1942,1942-08-25,8,25,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
234,3d,26th August 1942,1942-08-26,8,26,1942,Berlin,O_06,Berlin,52.5167,13.4,100,26th August 1942,1942-08-26,8,26,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
235,3d,27th August 1942,1942-08-27,8,27,1942,Berlin,O_06,Berlin,52.5167,13.4,100,27th August 1942,1942-08-27,8,27,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
236,3d,27th August 1942,1942-08-27,8,27,1942,Wien,O_62,Wien,48.2088,16.3726,1000,28th August 1942,1942-08-28,8,28,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
237,3d,28th August 1942,1942-08-28,8,28,1942,Berlin,O_06,Berlin,52.5167,13.4,100,28th August 1942,1942-08-28,8,28,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
238,3d,30th - 31st August 1942,1942-08-31,8,31,1942,Breslau,O_10,Breslau,51.1077,17.0383,1065,31st August 1942,1942-08-31,8,31,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
239,3b,31st August 1942,1942-08-31,8,31,1942,Wien,O_62,Wien,48.2088,16.3726,967,2nd / 4th September 1942,1942-09-04,9,4,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,for Maly Trostinec,,,,,,,,,,
240,3d,31st August 1942,1942-08-31,8,31,1942,Berlin,O_06,Berlin,52.5167,13.4,100,31st August 1942,1942-08-31,8,31,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
241,3b,01st September 1942,1942-09-01,9,1,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1002,05th September 1942,1942-09-05,9,5,1942,Raasiku,D_27,Raasiku,59.366667,25.183333,C,,,,,,,,,,,,
242,3d,01st September 1942,1942-09-01,9,1,1942,Berlin,O_06,Berlin,52.5167,13.4,100,01st September 1942,1942-09-01,9,1,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
243,3d,01st September 1942,1942-09-01,9,1,1942,Frankfurt,O_19,Frankfurt,50.1167,8.6833,1110,02nd September 1942,1942-09-02,9,2,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
244,3d,02nd September 1942,1942-09-02,9,2,1942,Berlin,O_06,Berlin,52.5167,13.4,100,02nd September 1942,1942-09-02,9,2,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
245,3d,03rd September 1942,1942-09-03,9,3,1942,Berlin,O_06,Berlin,52.5167,13.4,100,03rd September 1942,1942-09-03,9,3,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
246,3d,04th September 1942,1942-09-04,9,4,1942,Berlin,O_06,Berlin,52.5167,13.4,100,04th September 1942,1942-09-04,9,4,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
247,3b,05th September 1942,1942-09-05,9,5,1942,Berlin,O_06,Berlin,52.5167,13.4,796,08th September 1942,1942-09-08,9,8,1942,Riga,D_28,Riga,56.946527,24.104861,G,Insterburg,,,,,,,,,,,
248,3d,05th September 1942,1942-09-05,9,5,1942,Köln,O_32,Köln,50.9333,6.95,50,05th September 1942,1942-09-05,9,5,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
249,3d,07th September 1942,1942-09-07,9,7,1942,Berlin,O_06,Berlin,52.5167,13.4,100,07th September 1942,1942-09-07,9,7,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
250,3d,07th September 1942,1942-09-07,9,7,1942,Kassel,O_30,Kassel,51.316667,9.5,844,08th September 1942,1942-09-08,9,8,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Chemnitz,,,,,,,,,,,
251,3d,07th September 1942,1942-09-07,9,7,1942,Dresden,O_16,Dresden,51.0333,13.7333,50,08th September 1942,1942-09-08,9,8,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
252,3b,08th September 1942,1942-09-08,9,8,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,11th / 12th September 1942,1942-09-12,9,12,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,for Maly Trostinec,,,,,,,,,,
253,3d,08th September 1942,1942-09-08,9,8,1942,Berlin,O_06,Berlin,52.5167,13.4,100,08th September 1942,1942-09-08,9,8,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
254,3d,09th September 1942,1942-09-09,9,9,1942,Berlin,O_06,Berlin,52.5167,13.4,100,09th September 1942,1942-09-09,9,9,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
255,3d,10th September 1942,1942-09-10,9,10,1942,Berlin,O_06,Berlin,52.5167,13.4,100,10th September 1942,1942-09-10,9,10,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
256,3d,10th September 1942,1942-09-10,9,10,1942,Nürnberg,O_42,Nürnberg,49.4478,11.0683,1000,11th September 1942,1942-09-11,9,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
257,3d,10th September 1942,1942-09-10,9,10,1942,Wien,O_62,Wien,48.2088,16.3726,1000,11th September 1942,1942-09-11,9,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
258,3d,11th September 1942,1942-09-11,9,11,1942,Berlin,O_06,Berlin,52.5167,13.4,100,11th September 1942,1942-09-11,9,11,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
259,3d,12th September 1942,1942-09-12,9,12,1942,Köln,O_32,Köln,50.9333,6.95,50,12th September 1942,1942-09-12,9,12,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
260,3b,14th September 1942,1942-09-14,9,14,1942,Wien,O_62,Wien,48.2088,16.3726,992,18th September 1942?,1942-09-18,9,18,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,for Maly Trostinec,,,,,,,,,,
261,3d,14th September 1942,1942-09-14,9,14,1942,Berlin,O_06,Berlin,52.5167,13.4,1000,15th September 1942,1942-09-15,9,15,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
262,3d,15th September 1942,1942-09-15,9,15,1942,Frankfurt,O_19,Frankfurt,50.1167,8.6833,1369/1378,16th September 1942,1942-09-16,9,16,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
263,3c,19th September 1942,1942-09-19,9,19,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2000,21st September 1942?,1942-09-21,9,21,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
264,3d,19th September 1942,1942-09-19,9,19,1942,Köln,O_32,Köln,50.9333,6.95,50,19th September 1942,1942-09-19,9,19,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
265,3d,20th September 1942,1942-09-20,9,20,1942,Weimar,O_60,Weimar,50.983333,11.316667,877,20th September 1942,1942-09-20,9,20,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,"Halle, Leipzig",,,,,,,,,,,
266,3c,21st September 1942,1942-09-21,9,21,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2020,23rd September 1942?,1942-09-23,9,23,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
267,3d,21st September 1942,1942-09-21,9,21,1942,Berlin,O_06,Berlin,52.5167,13.4,100,21st September 1942,1942-09-21,9,21,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
268,3b,22nd September 1942,1942-09-22,9,22,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,25th September 1942,1942-09-25,9,25,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,for Maly Trostinec,,,,,,,,,,
269,3d,22nd September 1942,1942-09-22,9,22,1942,Berlin,O_06,Berlin,52.5167,13.4,100,22nd September 1942,1942-09-22,9,22,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
270,3d,22nd September 1942,1942-09-22,9,22,1942,Dresden,O_16,Dresden,51.0333,13.7333,27,22nd September 1942,1942-09-22,9,22,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
271,3c,23rd September 1942,1942-09-23,9,23,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1980,25th September 1942?,1942-09-25,9,25,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
272,3d,23rd September 1942,1942-09-23,9,23,1942,Berlin,O_06,Berlin,52.5167,13.4,100,23rd September 1942  ,1942-09-23,9,23,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
273,3d,23rd September 1942,1942-09-23,9,23,1942,Würzburg,O_63,Würzburg,49.78333,9.933333,680,24th September 1942,1942-09-24,9,24,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Regensburg,,,,,,,,,,,
274,3d,24th September 1942,1942-09-24,9,24,1942,Berlin,O_06,Berlin,52.5167,13.4,100,24th September 1942,1942-09-24,9,24,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
275,3d,24th September 1942,1942-09-24,9,24,1942,Wien,O_62,Wien,48.2088,16.3726,1300,25th September 1942,1942-09-25,9,25,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
276,3b,24th - 26th September 1942,1942-09-26,9,26,1942,Frankfurt a. M.,O_19,Frankfurt,50.1167,8.6833,1049,31st September 1942,9/30/42,9,30,1942,Raasiku,D_26,Raasiku,59.366667,25.183333,C,Berlin,,,,,,,,,,,
277,3d,25th September 1942,1942-09-25,9,25,1942,Berlin,O_06,Berlin,52.5167,13.4,100,25th September 1942,1942-09-25,9,25,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
278,3c,26th September 1942,1942-09-26,9,26,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2004,28th September 1942?,1942-09-28,9,28,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
279,3d,26th September 1942,1942-09-26,9,26,1942,Köln,O_32,Köln,50.9333,6.95,50,26th September 1942  ,1942-09-26,9,26,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
280,3d,27th September 1942,1942-09-27,9,27,1942,Darmstadt,O_14,Darmstadt,49.866667,8.65,1288,28th September 1942,1942-09-28,9,28,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
281,3c,29th September 1942,1942-09-29,9,29,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2000,1st October 1942?,1942-10-01,10,1,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
283,3d,01st October 1942,1942-10-01,10,1,1942,Wien,O_62,Wien,48.2088,16.3726,1299,02nd October 1942,1942-10-02,10,2,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,1290/1299,,,,,,,,,,
284,3d,02nd October 1942,1942-10-02,10,2,1942,Köln,O_32,Köln,50.9333,6.95,42,03rd October 1942,1942-10-03,10,3,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
285,3d,03rd October 1942,1942-10-03,10,3,1942,Berlin,O_06,Berlin,52.5167,13.4,1021,04th October 1942,1942-10-04,10,4,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
286,3c,05th October 1942,1942-10-05,10,5,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,7th October 1942?,1942-10-07,10,7,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
287,3b,05th October 1942,1942-10-05,10,5,1942,Wien,O_62,Wien,48.2088,16.3726,547,09th October 1942,1942-10-09,10,9,1942,Minsk,D_20,Minsk,53.9,27.566666,G,,"544/547, for Maly Trostinec",,,,,,,,,,
288,3c,08th October 1942,1942-10-08,10,8,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1000,10th October 1942?,1942-10-10,10,10,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
289,3d,8th - 9th October 1942,1942-10-09,10,9,1942,Wien,O_62,Wien,48.2088,16.3726,1323,10th October 1942?,1942-10-10,10,10,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,1323/1306,,,,,,,,,,
290,3c,15th October 1942,1942-10-15,10,15,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1998,17th October 1942?,1942-10-17,10,17,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
291,3c,19th October 1942,1942-10-19,10,19,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1984,21st October 1942?,1942-10-21,10,21,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
292,3b,19th October 1942,1942-10-19,10,19,1942,Berlin,O_06,Berlin,52.5167,13.4,959,22nd October 1942,1942-10-22,10,22,1942,Riga,D_28,Riga,56.946527,24.104861,G,,,,,,,,,,,,
293,3c,22nd October 1942,1942-10-22,10,22,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2018,24th October 1942?,1942-10-24,10,24,1942,Treblinka,D_32,Treblinka,52.631069,22.053058,E,,,,,,,,,,,,
294,3b,26th October 1942,1942-10-26,10,26,1942,Berlin,O_06,Berlin,52.5167,13.4,798,29th October 1942,1942-10-29,10,29,1942,Riga,D_28,Riga,56.946527,24.104861,G,,,,,,,,,,,,
295,3a,26th October 1942,1942-10-26,10,26,1942,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1866,28th October 1942,1942-10-28,10,28,1942,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
296,4,28th October 1942,1942-10-28,10,28,1942,Berlin,O_06,Berlin,52.5167,13.4,100,28th October 1942,1942-10-28,10,28,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
297,4,29th October 1942,1942-10-29,10,29,1942,Berlin,O_06,Berlin,52.5167,13.4,100,29th October 1942,1942-10-29,10,29,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
298,4,30th October 1942,1942-10-30,10,30,1942,Berlin,O_06,Berlin,52.5167,13.4,100,30th October 1942,1942-10-30,10,30,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
299,4,04th November 1942,1942-11-04,11,4,1942,Berlin,O_06,Berlin,52.5167,13.4,100,04th November 1942,1942-11-04,11,4,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
300,4,05th November 1942,1942-11-05,11,5,1942,Berlin,O_06,Berlin,52.5167,13.4,100,05th November 1942,1942-11-05,11,5,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
301,4,06th November 1942,1942-11-06,11,6,1942,Berlin,O_06,Berlin,52.5167,13.4,100,06th November 1942,1942-11-06,11,6,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
302,4,13th November 1942,1942-11-13,11,13,1942,Aussig,O_04,Aussig,50.658333,14.041667,42,13th November 1942,1942-11-13,11,13,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
303,4,13th November 1942,1942-11-13,11,13,1942,Oppeln,O_43,Oppeln,50.666667,17.933333,56,13th November 1942,1942-11-13,11,13,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
304,4,18th November 1942,1942-11-18,11,18,1942,Magdeburg,O_37,Magdeburg,52.133333,11.616667,73,18th November 1942,1942-11-18,11,18,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
305,4,18th November 1942,1942-11-18,11,18,1942,Troppau,O_59,Troppau,49.933333,17.9,57,18th November 1942,1942-11-18,11,18,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
306,4,19th November 1942,1942-11-19,11,19,1942,Berlin,O_06,Berlin,52.5167,13.4,100,19th November 1942,1942-11-19,11,19,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
307,4,20th November 1942,1942-11-20,11,20,1942,Aussig,O_04,Aussig,50.658333,14.041667,30,20th November 1942,1942-11-20,11,20,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
308,4,20th November 1942,1942-11-20,11,20,1942,Oppeln,O_43,Oppeln,50.666667,17.933333,50,20th November 1942,1942-11-20,11,20,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
309,4,20th November 1942,1942-11-20,11,20,1942,Berlin,O_06,Berlin,52.5167,13.4,100,20th November 1942,1942-11-20,11,20,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
310,4,25th November 1942,1942-11-25,11,25,1942,Magdeburg,O_37,Magdeburg,52.133333,11.616667,76,25th November 1942,1942-11-25,11,25,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
311,4,25th November 1942,1942-11-25,11,25,1942,Karlsbad,O_29,Karlsbad,48.91444,8.506389,50,25th November 1942,1942-11-25,11,25,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
312,4,27th November 1942,1942-11-27,11,27,1942,Aussig,O_04,Aussig,50.658333,14.041667,102,27th November 1942,1942-11-27,11,27,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
314,4,01st December 1942,1942-12-01,12,1,1942,Troppau,O_59,Troppau,49.933333,17.9,3,01st December 1942,1942-12-01,12,1,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
315,4,02nd December 1942,1942-12-02,12,2,1942,Magdeburg,O_37,Magdeburg,52.133333,11.616667,70,02nd December 1942,1942-12-02,12,2,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
316,4,04th December 1942,1942-12-04,12,4,1942,Oppeln,O_43,Oppeln,50.666667,17.933333,50,04th December 1942,1942-12-04,12,4,1942,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
